Date	Temperature
2018-01-04	26.88
2018-01-04	26.88
2018-01-04	26.88
2018-01-04	26.88
2018-01-20	25.77
2018-01-20	25.77
2018-01-20	25.77
2018-01-20	25.77
2018-02-05	24.235
2018-02-05	24.235
2018-02-05	24.235
2018-02-05	24.235
2018-02-21	29.2
2018-02-21	29.2
2018-02-21	29.2
2018-02-21	29.2
2018-11-20	25.85
2018-11-20	25.85
2018-11-20	25.85
2018-11-20	25.85
2019-01-07	26.23
2019-01-07	26.23
2019-01-07	26.23
2019-01-07	26.23
2019-02-24	31.53
2019-02-24	31.53
2019-02-24	31.53
2019-02-24	31.53
2019-03-12	33.14
2019-03-12	33.14
2019-03-12	33.14
2019-03-12	33.14
2019-04-13	33.71
2019-04-13	33.71
2019-04-13	33.71
2019-04-13	33.71
2019-11-07	16.76
2019-11-07	16.76
2019-11-07	16.76
2019-11-07	16.76
2019-11-23	22.73
2019-11-23	22.73
2019-11-23	22.73
2019-11-23	22.73
2019-12-09	26.35
2019-12-09	26.35
2019-12-09	26.35
2019-12-09	26.35
2019-12-25	22.12
2019-12-25	22.12
2019-12-25	22.12
2019-12-25	22.12
2020-01-10	27.24
2020-01-10	27.24
2020-01-10	27.24
2020-01-10	27.24
2020-01-26	28.1
2020-01-26	28.1
2020-01-26	28.1
2020-01-26	28.1
2020-02-11	28.72
2020-02-11	28.72
2020-02-11	28.72
2020-02-11	28.72
2020-02-27	27.23
2020-02-27	27.23
2020-02-27	27.23
2020-02-27	27.23
2020-03-14	31.91
2020-03-14	31.91
2020-03-14	31.91
2020-03-14	31.91
2020-03-30	36.38500000000001
2020-03-30	36.38500000000001
2020-03-30	36.38500000000001
2020-03-30	36.38500000000001
2020-07-20	23.38
2020-07-20	23.38
2020-07-20	23.38
2020-11-09	25.13
2020-11-09	25.13
2020-11-09	25.13
2020-11-09	25.13
2020-12-11	27.74
2020-12-11	27.74
2020-12-11	27.74
2020-12-11	27.74
2021-01-28	23.88
2021-01-28	23.88
2021-01-28	23.88
2021-01-28	23.88
2021-02-13	27.32
2021-02-13	27.32
2021-02-13	27.32
2021-02-13	27.32
2021-03-01	30.485
2021-03-01	30.485
2021-03-01	30.485
2021-03-01	30.485
2021-12-14	23.17
2021-12-14	23.17
2021-12-14	23.17
2021-12-14	23.17
2021-12-30	24.01
2021-12-30	24.01
2021-12-30	24.01
2021-12-30	24.01
2022-01-15	25.03
2022-01-15	25.03
2022-01-15	25.03
2022-01-15	25.03
2022-01-31	28.31
2022-01-31	28.31
2022-01-31	28.31
2022-01-31	28.31
2022-03-04	27.31
2022-03-04	27.31
2022-03-04	27.31
2022-03-04	27.31
2022-10-14	21.935
2022-10-14	21.935
2022-10-14	21.935
2023-01-02	26.41
2023-01-02	26.41
2023-01-02	26.41
2023-01-02	26.41
2023-01-18	24.13
2023-01-18	24.13
2023-01-18	24.13
2023-01-18	24.13
2023-02-19	27.99
2023-02-19	27.99
2023-02-19	27.99
2023-02-19	27.99
2023-03-07	27.06
2023-03-07	27.06
2023-03-07	27.06
2023-03-07	27.06
2023-04-08	31.325
2023-04-08	31.325
2023-04-08	31.325
2023-04-08	31.325
