Date	Temperature
2018-02-28	28.63
2018-02-28	28.63
2018-02-28	28.63
2018-02-28	28.63
2018-03-16	22.8
2018-03-16	22.8
2018-03-16	22.8
2018-03-16	22.8
2018-05-03	22.78
2018-05-03	22.78
2018-05-03	22.78
2018-09-08	20.09
2018-09-08	20.09
2018-09-08	20.09
2018-09-08	20.09
2018-09-24	22.1
2018-09-24	22.1
2018-09-24	22.1
2018-09-24	22.1
2018-10-10	14.64
2018-10-10	14.64
2018-10-10	14.64
2018-10-10	14.64
2018-10-26	25.07
2018-10-26	25.07
2018-10-26	25.07
2018-10-26	25.07
2018-11-11	27.46
2018-11-11	27.46
2018-11-11	27.46
2018-11-11	27.46
2018-11-27	26.09
2018-11-27	26.09
2018-11-27	26.09
2018-11-27	26.09
2019-01-30	25.1
2019-01-30	25.1
2019-01-30	25.1
2019-01-30	25.1
2019-02-15	28.53
2019-02-15	28.53
2019-02-15	28.53
2019-02-15	28.53
2019-04-04	30.85
2019-04-04	30.85
2019-04-04	30.85
2019-04-04	30.85
2019-04-20	24.89
2019-04-20	24.89
2019-04-20	24.89
2019-04-20	24.89
2019-10-13	25.9
2019-10-13	25.9
2019-10-13	25.9
2019-10-13	25.9
2020-02-02	26.34
2020-02-02	26.34
2020-02-02	26.34
2020-02-02	26.34
2020-02-18	27.19
2020-02-18	27.19
2020-02-18	27.19
2020-02-18	27.19
2020-03-05	25.43
2020-03-05	25.43
2020-03-05	25.43
2020-03-05	25.43
2020-03-21	28.18
2020-03-21	28.18
2020-03-21	28.18
2020-03-21	28.18
2020-10-15	17.42
2020-10-15	17.42
2020-10-15	17.42
2020-10-15	17.42
2020-12-18	22.0
2020-12-18	22.0
2020-12-18	22.0
2020-12-18	22.0
2021-01-19	23.8
2021-01-19	23.8
2021-01-19	23.8
2021-01-19	23.8
2021-03-08	31.72
2021-03-08	31.72
2021-03-08	31.72
2021-03-08	31.72
2022-01-22	25.37
2022-01-22	25.37
2022-01-22	25.37
2022-01-22	25.37
2022-02-23	27.43
2022-02-23	27.43
2022-02-23	27.43
2022-02-23	27.43
2022-03-11	29.87
2022-03-11	29.87
2022-03-11	29.87
2022-03-11	29.87
2022-09-03	13.56
2022-09-03	13.56
2022-09-03	13.56
2022-09-03	13.56
2022-12-24	22.94
2022-12-24	22.94
2022-12-24	22.94
2022-12-24	22.94
2023-01-09	24.51
2023-01-09	24.51
2023-01-09	24.51
2023-01-09	24.51
2023-01-25	24.92
2023-01-25	24.92
2023-01-25	24.92
2023-01-25	24.92
2023-02-10	21.37
2023-02-10	21.37
2023-02-10	21.37
2023-02-10	21.37
2023-02-26	27.9
2023-02-26	27.9
2023-02-26	27.9
2023-02-26	27.9
2023-03-14	28.64
2023-03-14	28.64
2023-03-14	28.64
2023-03-14	28.64
2023-03-30	27.49
2023-03-30	27.49
2023-03-30	27.49
2023-03-30	27.49
2023-04-15	33.51
2023-04-15	33.51
2023-04-15	33.51
2023-04-15	33.51
