Date	Temperature
2018-01-20	23.21
2018-01-20	23.21
2018-01-20	23.21
2018-01-20	23.21
2018-02-05	21.68
2018-02-05	21.68
2018-02-05	21.68
2018-02-05	21.68
2018-02-21	25.21
2018-02-21	25.21
2018-02-21	25.21
2018-02-21	25.21
2018-03-25	24.75
2018-03-25	24.75
2018-03-25	24.75
2018-03-25	24.75
2018-12-06	21.31
2018-12-06	21.31
2018-12-06	21.31
2018-12-06	21.31
2019-01-07	23.99
2019-01-07	23.99
2019-01-07	23.99
2019-01-07	23.99
2019-01-23	24.79
2019-01-23	24.79
2019-01-23	24.79
2019-01-23	24.79
2019-02-24	29.56
2019-02-24	29.56
2019-02-24	29.56
2019-02-24	29.56
2019-03-12	28.31
2019-03-12	28.31
2019-03-12	28.31
2019-03-12	28.31
2019-03-28	32.98
2019-03-28	32.98
2019-03-28	32.98
2019-03-28	32.98
2019-04-13	31.69
2019-04-13	31.69
2019-04-13	31.69
2019-04-13	31.69
2019-05-31	20.06
2019-05-31	20.06
2019-05-31	20.06
2019-05-31	20.06
2019-09-20	23.96
2019-09-20	23.96
2019-09-20	23.96
2019-11-07	19.74
2019-11-07	19.74
2019-11-07	19.74
2019-11-07	19.74
2019-12-09	21.69
2019-12-09	21.69
2019-12-09	21.69
2019-12-09	21.69
2020-01-10	24.56
2020-01-10	24.56
2020-01-10	24.56
2020-01-10	24.56
2020-01-26	25.91
2020-01-26	25.91
2020-01-26	25.91
2020-01-26	25.91
2020-02-11	24.23
2020-02-11	24.23
2020-02-11	24.23
2020-02-11	24.23
2020-02-27	24.29
2020-02-27	24.29
2020-02-27	24.29
2020-02-27	24.29
2020-03-14	30.34
2020-03-14	30.34
2020-03-14	30.34
2020-03-14	30.34
2020-03-30	32.46
2020-03-30	32.46
2020-03-30	32.46
2020-03-30	32.46
2020-04-15	30.71
2020-04-15	30.71
2020-04-15	30.71
2020-04-15	30.71
2020-05-01	27.57
2020-05-01	27.57
2020-05-01	27.57
2020-05-01	27.57
2020-07-20	21.45
2020-07-20	21.45
2020-07-20	21.45
2020-07-20	21.45
2020-10-24	-2.3
2020-10-24	-2.3
2020-10-24	-2.3
2020-10-24	-2.3
2020-11-09	24.74
2020-11-09	24.74
2020-11-09	24.74
2020-11-09	24.74
2020-12-11	22.05
2020-12-11	22.05
2020-12-11	22.05
2020-12-11	22.05
2021-01-28	19.03
2021-01-28	19.03
2021-01-28	19.03
2021-01-28	19.03
2021-02-13	25.42
2021-02-13	25.42
2021-02-13	25.42
2021-02-13	25.42
2021-03-01	27.24
2021-03-01	27.24
2021-03-01	27.24
2021-03-01	27.24
2022-01-15	22.57
2022-01-15	22.57
2022-01-15	22.57
2022-01-15	22.57
2022-01-31	25.59
2022-01-31	25.59
2022-01-31	25.59
2022-01-31	25.59
2022-02-16	17.25
2022-02-16	17.25
2022-02-16	17.25
2022-02-16	17.25
2022-03-04	26.13
2022-03-04	26.13
2022-03-04	26.13
2022-03-04	26.13
2022-04-05	23.78
2022-04-05	23.78
2022-04-05	23.78
2022-04-05	23.78
2022-04-14	13.945
2022-04-14	13.945
2022-04-14	13.945
2022-04-14	13.945
2022-07-26	17.41
2022-07-26	17.41
2022-07-26	17.41
2022-07-26	17.41
2022-10-14	21.07
2022-10-14	21.07
2022-10-14	21.07
2022-10-14	21.07
2023-01-02	22.87
2023-01-02	22.87
2023-01-02	22.87
2023-01-02	22.87
2023-01-18	23.23
2023-01-18	23.23
2023-01-18	23.23
2023-01-18	23.23
2023-02-19	24.35
2023-02-19	24.35
2023-02-19	24.35
2023-02-19	24.35
2023-08-14	25.85
2023-08-14	25.85
2023-08-14	25.85
2023-08-14	25.85
