date	ssc
2013-04-12	6.089144037673442
2014-01-09	4.0067936461664795
2014-01-25	27.570645836721788
2014-02-10	17.443126321147552
2014-03-30	15.438511513526153
2014-08-21	1.2387421311893256
2014-09-22	9.626414925536803
2014-12-11	0.24744083137389475
2015-01-12	12.761727368005003
2015-03-17	0.49371475748043264
2015-04-02	15.61831607345054
2015-06-21	73.80968103423558
2015-09-25	0.7406824291234542
2015-10-11	0.003344238487306075
2015-11-28	10.608017943657826
2015-12-30	20.849359811848018
2016-03-19	4.515592279795204
2016-12-16	2.222300016485726
2017-01-01	0.22361020169282456
2017-01-17	18.180267146407058
2017-02-02	41.65925956009922
2017-02-18	5.35583233417149
2017-03-06	17.292678034446325
2017-03-22	19.424322912120722
2017-04-07	6.051713128494337
2017-12-03	0.4259741756784792
2018-01-20	4.497420840917726
2018-02-21	17.720713194884254
2018-06-29	7.928736258032562
2018-11-20	4.769780317427434
2018-12-22	0.1501075731010828
2019-01-07	0.3695578450292224
2019-01-23	2.45552046588608
2019-02-24	3.081123327744527
2019-03-12	29.438717806316927
2019-03-28	12.695763929308344
2019-04-13	2.555842409590109
2019-10-06	1.9668116736397823
2019-12-09	19.405282298164472
2019-12-25	45.39983456065955
2020-01-10	4.425577057176895
2020-01-26	5.763815308926135
2020-02-11	33.58009333241039
2020-03-14	29.654852456346756
2020-03-30	16.455772606113577
2020-04-15	1.5540781636464824
2020-07-20	5.019987014121432
2020-11-09	8.863762254927103
2021-02-13	0.1983485797488184
2021-03-01	37.09695164327201
2021-03-17	15.117818571971384
2021-04-18	18.778032012198317
