date	ssc
2018-01-11	8.601852153804955
2018-02-28	9.53805549942237
2018-03-16	5.076012923701924
2018-08-23	19.084578067275167
2018-09-08	6.498712054992932
2018-10-10	9.8714276363248
2018-10-26	9.414559835048102
2018-11-11	9.925480697825108
2018-11-27	7.616316848012181
2019-01-30	14.889944763606653
2019-02-15	13.385934285340696
2019-04-04	23.81877556513309
2019-06-07	98.92833306502081
2019-09-27	6.379877880392243
2019-10-13	4.024599652440396
2019-11-14	4.796328823281996
2019-12-16	3.873887257343628
2020-01-01	3.1619824486633004
2020-01-17	4.853954735198382
2020-02-02	7.7305618492817345
2020-02-18	7.615148125582079
2020-03-05	8.525843191826816
2020-05-08	11.842847773569977
2020-11-16	1.54879233935295
2020-12-18	7.784679287404743
2021-01-03	2.1886511464352223
2021-01-19	3.7209530539686413
2021-03-08	8.828517460527422
2021-06-28	6.565922529711977
2021-08-31	5.378349885099179
2021-09-16	3.376147576391961
2021-10-18	6.3767123483359205
2022-01-22	6.892749306412292
2022-02-23	10.985191906423603
2022-03-11	14.557289684408543
2022-09-03	6.369686471120291
2022-10-21	5.621014683162721
2022-12-24	6.438653858374455
2023-01-09	12.095024906936066
2023-01-25	9.065035009302772
2023-02-10	13.768259740094553
2023-02-26	10.972684982671021
2023-03-30	18.579429533679235
2023-04-15	18.600488814548072
