date	ssc
2018-01-04	16.947968777161524
2018-01-20	18.589957479273146
2018-02-05	11.672250097659255
2018-02-21	19.38348236053854
2018-06-29	14.875862864049086
2018-10-19	3.3235861524005066
2018-11-20	15.22652146208761
2018-12-06	10.831528886927632
2018-12-22	3.2147831302178838
2019-01-07	12.571834572314168
2019-01-23	9.3486682714033
2019-02-24	32.269332138274216
2019-03-12	35.737032857177816
2019-03-28	30.389141213705077
2019-04-13	29.2005090662071
2019-09-20	4.892201330805594
2019-10-06	6.069629081129366
2019-12-09	8.578403977326397
2019-12-25	12.859274044261488
2020-01-10	5.906923925361787
2020-01-26	6.192354639219211
2020-02-11	11.339829475671117
2020-02-27	29.527077799997215
2020-03-14	48.841610865177834
2020-04-15	9.043617471819767
2020-07-20	20.71646044284967
2020-11-09	8.747069502355872
2020-12-11	12.488315393772229
2021-01-28	13.774512175533015
2021-02-13	5.956195781111088
2021-03-01	20.52882005825964
2021-03-17	25.035206916833776
2021-04-18	22.776803009793277
2021-07-07	13.58395510233423
2021-08-24	18.403017737595107
2021-09-09	69.81988885576577
2021-10-27	7.285619137597538
2021-12-14	18.42897112750149
2021-12-30	4.133520797425044
2022-01-15	12.66722992288809
2022-01-31	13.045867192532025
2022-02-16	14.508569636798333
2022-03-04	34.54314857809781
2022-03-20	191.1520812322269
2022-04-05	36.78265364095153
2022-05-23	10.58260215967714
2022-06-08	35.04265272220519
2022-08-27	42.02158160871995
2022-09-28	64.63920163822164
2022-10-14	2.1192972651979933
2022-10-30	4.317901326333282
2022-12-01	5.795941804455054
2023-01-02	14.375613820419652
2023-01-18	9.444452436421084
2023-02-19	11.405916495504137
2023-03-07	65.46170023969427
2023-04-08	89.06954073914338
2023-05-26	189.24552441831267
2023-06-11	76.20756638568801
2023-07-13	49.70538100565473
2023-07-29	55.15573061861019
