date	ssc
2018-01-04	4.582213911232447
2018-01-20	6.234953046360172
2018-02-05	3.3211890665516335
2018-02-21	9.646040604651926
2018-03-09	29.778499034095
2018-04-10	21.709012207660255
2018-06-29	206.3298648281152
2018-11-04	4.828233113151969
2018-11-20	3.088349782694167
2018-12-22	0.5274722074238307
2019-01-07	8.283157548432717
2019-01-23	11.637648173090414
2019-02-08	4.6896308654463885
2019-02-24	5.5352366016613335
2019-03-12	15.866509311788201
2019-03-28	33.933943454733225
2019-04-13	46.00845769587026
2019-09-20	2.9456916679220697
2019-10-06	0.08291026675717926
2019-11-07	4.6915064775627435
2019-11-23	3.686093531807689
2019-12-09	7.890202555174933
2019-12-25	5.770911024209753
2020-01-10	4.685211941260418
2020-01-26	5.02038511335568
2020-02-11	9.134418829502476
2020-02-27	24.99505453042325
2020-03-14	14.428061618801031
2020-03-30	9.439564108971195
2020-04-15	15.827209543492867
2020-07-20	12.864840395374545
2020-09-22	8.000623482246567
2020-11-09	2.93796819578787
2020-12-11	6.12781610473444
2021-01-28	4.2558108619631625
2021-02-13	5.10900045793625
2021-03-01	8.59331812929957
2021-03-17	22.058304758167566
2021-04-02	2.5902283496264
2021-08-24	3.257023680309726
2021-12-14	2.726008264805048
2021-12-30	3.1993755250098164
2022-01-15	3.4831206208146916
2022-01-31	3.304692708706236
2022-03-04	4.993054749782294
2022-03-20	24.372600250849246
2022-04-05	14.48239963214403
2022-07-26	1.0751168662345196
2022-10-14	0.14885639445992083
2022-11-15	2.060931121692964
2022-12-01	4.650040495579274
2022-12-17	3.735952355096259
2023-01-02	3.604890769675085
2023-01-18	13.04982403879476
2023-02-03	2.9226774645568754
2023-02-19	4.669598416251071
2023-03-07	52.4931980002582
2023-04-08	20.010605193222947
2023-05-26	29.226552455437915
