date	ssc
2013-04-12	2.438709745157093
2013-10-05	48.652105323860155
2013-11-06	22.171608923819246
2014-01-09	8.798245369807562
2014-01-25	12.415662998013559
2014-02-10	3.2316336897876434
2014-03-30	12.791274130768254
2014-04-15	1.0482174986298747
2014-05-01	4.266440431887723
2014-05-17	10.446312924939928
2014-08-21	2.1813918764593208
2014-09-22	5.260494774937961
2014-12-11	0.11100355854043605
2015-01-12	3.8223640253188336
2015-01-28	0.5084125650365832
2015-04-18	3.878291416344189
2015-05-04	11.959041001678164
2015-10-11	0.18997183947269358
2015-11-28	1.7239410941444706
2015-12-14	0.00025362186227979465
2015-12-30	6.226249132041963
2016-01-15	0.6697174974615144
2016-03-19	1.3113651959217034
2016-04-04	6.073896292274052
2017-01-01	0.6483459095659911
2017-01-17	6.29235119835992
2017-02-02	11.18825486862945
2017-02-18	5.0351147684653865
2017-03-06	5.714890591743756
2017-03-22	8.764650351280933
2017-04-07	5.519760541918065
2017-12-03	1.254912379065863
2018-01-20	0.4091823444836903
2018-02-05	1.5119206456122867
2018-02-21	4.737800502699158
2019-01-07	0.1186599106503718
2019-01-23	0.30470919213473346
2019-02-24	1.4775035976892785
2019-03-12	26.4470189184918
2019-03-28	6.848706832494636
2019-05-31	4.061470864485695
2019-12-09	6.023300066331434
2019-12-25	30.642967305665543
2020-01-10	1.0954783772603685
2020-01-26	2.2191720161770916
2020-02-11	17.24726247579703
2020-02-27	9.391425442407629
2020-03-14	5.787141123888216
2020-03-30	13.480226881330102
2020-04-15	1.799135612276039
2020-07-20	8.935066407590602
2020-11-09	3.104986539029898
2021-02-13	0.08980479834240108
2021-03-01	19.884077543577632
2021-03-17	2.387784384394147
