Date,Temperature
1/28/00,24.35
4/1/00,6.98
4/10/00,33.84
4/17/00,30.56
5/3/00,29.76
6/4/00,7.92
8/7/00,13.97
9/8/00,29.14
10/10/00,28.79
10/26/00,31.61
11/27/00,26.7
1/7/01,29.7
1/14/01,27.91
3/3/01,32.75
5/15/01,29.36
7/25/01,18.57
8/10/01,28.54
9/4/01,23.25
9/11/01,17.67
10/13/01,14.29
10/29/01,14.72
11/30/01,25.33
12/9/01,31.37
1/10/02,27.99
2/18/02,28.54
2/27/02,30.41
3/15/02,21.58
4/16/02,29.72
5/2/02,13.02
5/25/02,31.84
7/5/02,16.9
9/14/02,27.63
9/30/02,30.24
11/17/02,26.76
11/26/02,31.05
12/3/02,27.73
1/20/03,25.62
1/29/03,26.95
2/21/03,31.56
5/28/03,15.29
10/3/03,17.18
10/28/03,13.41
11/4/03,19.05
11/20/03,19.92
12/6/03,26.35
12/22/03,26.13
12/31/03,28.21
1/16/04,29.52
1/23/04,26.08
2/24/04,29.38
3/4/04,32.73
3/11/04,31
4/5/04,7.07
4/12/04,32.54
4/28/04,22.17
8/18/04,22.25
9/19/04,9.85
10/21/04,17.44
11/22/04,23.77
12/8/04,25.99
12/17/04,25.15
12/24/04,26.71
1/2/05,27.4
1/25/05,28.47
2/3/05,30.06
2/10/05,25.01
2/26/05,33.56
3/14/05,31.19
3/23/05,30.57
4/15/05,33.6
6/2/05,28.95
9/15/05,16.46
9/22/05,25.91
10/1/05,30.28
10/24/05,17.28
12/27/05,26.3
1/21/06,28.77
1/28/06,24.64
3/1/06,30.69
3/26/06,33.84
4/11/06,16.69
8/8/06,25.74
9/9/06,19.11
10/11/06,11.47
11/28/06,14.3
12/7/06,24.91
12/30/06,25.12
1/8/07,28.61
1/15/07,25.41
1/24/07,28.85
1/31/07,28.17
2/16/07,27.62
3/4/07,31.87
3/13/07,25.64
3/20/07,34.76
3/29/07,35.58
4/5/07,33.38
4/14/07,24.6
4/30/07,31.77
8/27/07,20.68
9/12/07,4.35
10/14/07,11.15
10/30/07,12.42
11/8/07,23.01
11/15/07,29.45
11/24/07,23.39
12/1/07,30.08
12/17/07,23.97
12/26/07,27.88
1/2/08,25.95
1/11/08,26.32
1/18/08,25.7
2/3/08,26.85
2/19/08,29.97
3/6/08,30.35
5/25/08,26.93
7/12/08,16.77
8/29/08,24.84
9/23/08,24.43
9/30/08,26.95
11/1/08,27.98
11/17/08,27.3
12/3/08,31.22
12/12/08,32.71
12/28/08,30.34
1/13/09,26.78
1/20/09,26.24
2/5/09,29.27
2/14/09,31.62
3/2/09,39.8
3/25/09,30.84
4/3/09,26.61
4/19/09,25.36
5/5/09,28.62
5/12/09,29.67
5/28/09,25.06
6/29/09,17.05
10/19/09,25.49
11/4/09,16.35
11/20/09,23.49
11/29/09,29.31
12/31/09,21.17
1/7/10,27.28
1/16/10,25.51
1/23/10,27.74
2/8/10,26.06
2/17/10,25.67
2/24/10,29.73
3/5/10,32.06
3/21/10,21.16
4/6/10,30.29
4/22/10,32.51
5/15/10,24.27
10/22/10,9.1
1/19/11,31.22
2/20/11,29.72
3/31/11,32.95
5/2/11,29.93
5/18/11,29.21
8/22/11,17.19
9/23/11,26.62
10/2/11,31.84
10/9/11,27.46
11/10/11,28.81
12/12/11,22.76
1/13/12,27.12
1/29/12,20.62
2/14/12,32.37
3/1/12,29.09
3/17/12,32.94
3/26/12,36.12
4/2/12,31.43
4/11/12,32.81
4/18/12,22.9
5/4/12,28.28
5/13/12,24.74
6/21/12,13.52
9/25/12,22.57
10/4/12,28.16
10/27/12,24.05
11/5/12,36.35
11/12/12,28.35
11/28/12,29.59
12/14/12,30.27
1/15/13,28.97
1/31/13,28.67
2/25/13,31.13
3/13/13,33.53
8/11/13,13.47
8/27/13,21.24
9/28/13,16.96
10/7/13,27.14
10/14/13,29.86
10/30/13,22.54
11/8/13,24.12
12/17/13,27.01
12/26/13,29.41
1/2/14,25.69
1/11/14,28.88
1/18/14,22.03
2/3/14,26.34
2/12/14,24.14
2/19/14,27.77
2/28/14,31.43
3/7/14,27.42
3/23/14,36.85
4/8/14,34.09
4/24/14,27.82
5/10/14,32.1
6/4/14,17.42
6/27/14,18.39
8/14/14,22.45
8/30/14,14.84
9/8/14,28.48
9/15/14,19.62
10/1/14,24.29
10/17/14,6.21
11/2/14,6.56
11/11/14,31.42
11/18/14,24.57
12/4/14,25.55
12/20/14,19.61
1/5/15,28.81
1/21/15,26.82
1/30/15,24.82
2/6/15,25.48
2/22/15,27.91
3/3/15,29.5
3/10/15,31.14
3/19/15,40.62
4/11/15,29.58
4/20/15,6.43
4/27/15,29.71
5/22/15,23.92
5/29/15,26.07
6/30/15,24.82
7/16/15,0.19
8/17/15,23.77
9/18/15,17.38
9/27/15,26.34
10/20/15,7.85
10/29/15,15.02
11/21/15,27.02
12/23/15,27.75
1/1/16,27.88
1/8/16,24.62
1/17/16,19.7
1/24/16,26.62
2/9/16,27.06
2/25/16,35.03
3/5/16,31.58
3/21/16,38.9
3/28/16,31.32
4/6/16,23.08
4/13/16,29.05
4/29/16,29.95
5/15/16,20.46
5/24/16,27.66
5/31/16,25.77
7/2/16,8.64
7/27/16,4.9
8/3/16,12.46
8/19/16,22.28
9/20/16,21.91
10/6/16,26.06
10/22/16,14.8
10/31/16,7.33
11/7/16,29.72
11/23/16,25.8
12/9/16,24.8
12/18/16,28.02
1/3/17,26.86
1/10/17,28.05
2/11/17,29.7
2/20/17,29.81
2/27/17,27.59
3/8/17,30.44
3/31/17,35.79
4/16/17,30.17
4/25/17,31.81
5/2/17,33.17
7/5/17,9.64
7/21/17,23.1
9/7/17,19.09
9/23/17,28.78
10/2/17,22.73
10/9/17,21.98
10/18/17,1.36
10/25/17,30.7
11/3/17,26.63
11/10/17,22
11/19/17,14.56
11/26/17,15.07
12/5/17,25.55
12/12/17,25.98
