date,area,days_passed
2017-07-29,12.6234,0
2017-08-02,15.0162,4
2017-08-14,15.9828,12
2017-08-17,16.519714285714286,3
2017-08-30,17.133592579598904,13
2017-09-06,17.5113,7
2017-09-11,17.930991113620973,5
2017-09-15,18.322562528680226,4
2017-09-26,18.721761917301198,11
2017-10-01,19.11079908489402,5
2017-10-10,19.49892155425928,9
2017-10-16,19.6547959305082,6
2017-10-17,19.69254564991448,1
2017-10-21,19.789246808564613,4
2017-10-26,19.85618985777818,5
2017-11-02,19.937817605891826,7
2017-11-11,20.011867384082745,9
2017-11-18,20.08949362718412,7
2017-11-25,17.5545,7
2017-11-30,17.5545,5
2017-12-04,16.37059096454235,4
2017-12-05,16.31730754292495,1
2017-12-15,16.23959629385438,10
2017-12-20,16.1738492717994,5
2017-12-25,16.10190752326447,5
2017-12-29,16.032828978606585,4
2018-01-04,15.96209251833765,6
2018-01-05,15.891951742177143,1
2018-01-09,15.821280278810017,4
2018-01-14,16.02461301532906,5
2018-01-21,16.360403808797834,7
2018-01-24,16.625474131166825,3
2018-01-29,16.922451221060072,5
2018-02-03,17.199704323555604,5
2018-02-06,17.361096231464597,3
2018-02-08,17.454245840114723,2
2018-02-13,18.0639,5
2018-02-18,17.934210116836617,5
2018-02-22,18.174825459564232,4
2018-02-23,17.9352,1
2018-02-28,18.12702085585725,5
2018-03-05,18.00137422769759,5
2018-03-10,18.03435756462206,5
2018-03-15,17.988053206386372,5
2018-03-20,17.9813543241885,5
2018-03-25,17.95484714349041,5
2018-03-26,17.5563,1
2018-03-30,17.72599913791217,4
2018-04-04,17.611716699913757,5
2018-04-09,17.540458642549304,5
2018-04-11,17.348512965202517,2
2018-04-14,17.215652015774264,3
2018-04-19,17.101353499798307,5
2018-04-24,17.025673887652506,5
2018-04-27,16.930389593828675,3
2018-04-29,16.844533013288196,2
2018-05-04,16.753622338091123,5
2018-05-06,16.66487556608996,2
2018-05-09,16.57468948654116,3
2018-05-13,16.48485696087234,4
2018-05-14,16.394480008401224,1
2018-05-19,16.30400233867599,5
2018-05-22,16.21319857429495,3
2018-05-24,16.122176876648645,2
2018-05-29,16.03087901872259,5
2018-06-03,15.939329648464293,5
2018-06-08,16.03105016199747,5
2018-06-13,16.212467327566042,5
2018-06-14,16.347764394490234,1
2018-06-18,16.505186128090973,4
2018-06-23,16.650472056566255,5
2018-06-28,16.80084849297033,5
2018-06-30,16.947681473341035,2
2018-07-03,17.095324271350872,3
2018-07-13,17.24160745701634,10
2018-07-18,17.6526,5
2018-07-23,17.5599,5
2018-07-28,17.82541359628715,5
2018-08-01,17.5563,4
2018-08-02,17.751122604879992,1
2018-08-07,17.558012316612654,5
2018-08-12,17.5545,5
2018-08-17,17.5545,5
2018-08-22,17.457765655542552,5
2018-08-27,17.5545,5
2018-09-01,17.5545,5
2018-09-02,17.664528036940702,1
2018-09-06,18.2025,4
2018-09-11,18.07778325744644,5
2018-09-18,17.5563,7
2018-09-21,17.78647644290913,3
2018-09-26,17.64102080905563,5
2018-10-01,17.5545,5
2018-10-04,17.5563,3
2018-10-06,17.9847,2
2018-10-11,17.9847,5
2018-10-16,18.1233,5
2018-10-20,17.5923,4
2018-10-21,17.842272652109312,1
2018-10-26,17.682939930732083,5
2018-10-29,17.1639,3
2018-10-31,17.5545,2
2018-11-05,17.306600370596126,5
2018-11-10,17.377573837151402,5
2018-11-15,17.289218938323067,5
2018-11-20,17.280393132958498,5
2018-11-21,17.231789245012923,1
2018-11-25,17.202999628541566,4
2018-11-30,17.6103,5
2018-12-07,17.1675,7
2018-12-10,17.334901417542458,3
2018-12-15,17.264829138659728,5
2018-12-20,17.3808151490909,5
2018-12-23,17.5095,3
2018-12-25,17.526030452082615,2
2018-12-30,17.59859996216498,5
2019-01-04,17.642983276401385,5
2019-01-08,17.70135822089919,4
2019-01-09,17.752604503445546,1
2019-01-14,17.8506,5
2019-01-19,17.88189421450863,5
2019-01-24,17.946468810729286,5
2019-01-29,17.994258888297974,5
2019-02-03,17.979141399962142,5
2019-02-08,18.4563,5
2019-02-09,18.4563,1
2019-02-13,18.391448603245546,4
2019-02-18,18.0225,5
2019-02-23,17.8371,5
2019-02-25,17.5473,2
2019-02-28,17.9118,3
2019-03-05,17.615875683644504,5
2019-03-10,17.649208725815868,5
2019-03-13,17.51802132762933,3
2019-03-15,17.8146,2
2019-03-20,17.550060390911757,5
2019-03-25,18.0945,5
2019-03-29,17.70343955043692,4
2019-03-30,17.5131,1
2019-04-04,17.489269139056304,5
2019-04-09,17.382102848976473,5
2019-04-14,17.0748,5
2019-04-19,17.5545,5
2019-04-24,17.19438249488713,5
2019-04-29,17.5626,5
2019-04-30,17.22828477357246,1
2019-05-04,17.5545,4
2019-05-09,17.21002930996815,5
2019-05-14,17.50014705882353,5
2019-05-16,17.326976470588235,2
2019-05-19,17.15380588235294,3
2019-05-24,16.980635294117647,5
2019-05-25,16.807464705882353,1
2019-05-29,16.63429411764706,4
2019-06-01,16.532777117000286,3
2019-06-08,16.394855747122552,7
2019-06-10,16.274342857819033,2
2019-06-13,16.144424120123265,3
2019-06-17,16.01844303282776,4
2019-06-18,15.889742190428118,1
2019-06-23,15.761624828609563,5
2019-06-28,15.632433408551464,5
