date,area,days_passed
2017-07-29,12.492,0
2017-08-02,12.2634,4
2017-08-14,12.8457,12
2017-08-17,11.6343,3
2017-08-30,12.8448,13
2017-09-06,12.8448,7
2017-09-11,13.380680205429114,5
2017-09-15,13.6378808507752,4
2017-09-26,14.02946167133062,11
2017-10-01,12.7566,5
2017-10-16,12.8493,15
2017-10-17,13.140376552034832,1
2017-10-21,12.8493,4
2017-11-02,13.217660754716714,12
2017-11-05,13.25319768741698,3
2017-11-18,14.4045,13
2017-11-25,13.2615,7
2017-11-30,12.8493,5
2017-12-04,15.7311,4
2017-12-05,15.2316,1
2017-12-15,14.7789,10
2017-12-20,15.36448634739877,5
2017-12-25,14.5926,5
2018-01-04,14.6232,10
2018-01-05,16.4358,1
2018-01-09,15.868791498958768,4
2018-01-14,21.926,5
2018-01-21,15.1146,7
2018-01-24,15.2325,3
2018-01-29,15.17882290953442,5
2018-02-03,15.21094368763461,5
2018-02-06,15.203551501026618,3
2018-02-08,15.219311454700003,2
2018-02-13,15.4836,5
2018-02-18,15.363614696220806,5
2018-02-22,15.435813795961774,4
2018-02-23,15.411892146870116,1
2018-02-28,15.337649418504931,5
2018-03-05,15.189644441664596,5
2018-03-10,14.7186,5
2018-03-15,14.769617497096535,5
2018-03-20,14.559922596045231,5
2018-03-25,14.47925745856006,5
2018-03-26,14.33356058975851,1
2018-03-30,14.219434015621388,4
2018-04-04,14.088771848952963,5
2018-04-09,11.9817,5
2018-04-11,12.8457,2
2018-04-14,12.016542354860869,3
2018-04-24,11.8737,10
2018-04-27,11.79,3
2018-04-29,12.8493,2
2018-05-04,12.8493,5
2018-05-09,12.8493,5
2018-05-13,10.0809,4
2018-05-14,8.2629,1
2018-05-19,8.911311657666364,5
2018-05-24,8.33599652581906,5
2018-05-29,8.363877816516712,5
2018-06-03,8.090591999511213,5
2018-06-08,8.293745868991252,5
2018-06-14,8.574120171506365,6
2018-06-18,8.809630661147985,4
2018-06-23,9.062543738342805,5
2018-06-28,9.30157679299324,5
2018-06-30,9.54284796969451,2
2018-07-03,9.778434201931551,3
2018-07-08,12.8493,5
2018-07-13,12.8493,5
2018-07-18,12.8493,5
2018-07-23,13.27125745252841,5
2018-07-28,13.475524700387698,5
2018-08-01,13.7854867117283,4
2018-08-02,13.7169,1
2018-08-07,12.8493,5
2018-08-12,12.8493,5
2018-08-17,12.8493,5
2018-08-22,13.3893,5
2018-08-27,12.8493,5
2018-09-01,15.6132,5
2018-09-02,17.6994,1
2018-09-06,17.945867919029336,4
2018-09-11,15.2883,5
2018-09-18,16.478047635583696,7
2018-09-21,16.6905,3
2018-09-26,15.1128,5
2018-10-01,20.8403,5
2018-10-04,20.8418,3
2018-10-06,20.8433,2
2018-10-11,20.8448,5
2018-10-16,20.8463,5
2018-10-20,20.8478,4
2018-10-21,13.6629,1
2018-10-26,13.6629,5
2018-10-31,13.659489783757655,5
2018-11-05,13.65778424994067,5
2018-11-10,13.655226161956787,5
2018-11-15,13.8879,5
2018-11-20,14.1966,5
2018-11-21,14.038740719682227,1
2018-11-25,14.9229,4
2018-11-30,14.477199667293654,5
2018-12-07,14.696373407120747,7
2018-12-10,14.583137524796431,3
2018-12-15,14.632287739654906,5
2018-12-20,14.596460240102674,5
2018-12-23,14.603107788068215,3
2018-12-25,14.58852037654339,2
2018-12-30,14.584544813371748,5
2019-01-04,14.575261790091847,5
2019-01-08,14.568628907661868,4
2019-01-09,14.56066838827274,1
2019-01-14,14.553368604726478,5
2019-01-24,14.545735624294766,10
2019-01-29,14.538266281919888,5
2019-02-03,14.538558582424091,5
2019-02-08,14.54281029006857,5
2019-02-09,14.545081651268301,1
2019-02-18,14.54834284235564,9
2019-02-23,14.551108625692542,5
2019-02-25,14.554121695086588,2
2019-02-28,14.436411025749624,3
2019-03-05,14.257444290260441,5
2019-03-10,14.107612682609753,5
2019-03-13,13.9419423855476,3
2019-03-15,13.782761700855483,2
2019-03-20,13.618938334477901,5
2019-03-25,13.455971943503325,5
2019-03-29,13.29109383099133,4
2019-03-30,13.125643116409751,1
2019-04-04,11.5038,5
2019-04-09,11.5299,5
2019-04-14,11.29080443925447,5
2019-04-19,9.7893,5
2019-04-24,8.9883,5
2019-04-29,8.9883,5
2019-04-30,11.5938,1
2019-05-04,10.127593926524895,4
2019-05-09,10.685408663819683,5
2019-05-14,10.235788133607567,5
2019-05-16,10.6641,2
2019-05-19,10.6641,3
2019-05-24,10.480105425324703,5
2019-05-29,11.5551,5
2019-06-01,10.251,3
2019-06-03,12.8493,2
2019-06-08,11.33609364650852,5
2019-06-13,12.8493,5
2019-06-17,12.8457,4
2019-06-18,12.852,1
2019-06-23,12.8493,5
2019-06-28,12.8493,5
