date,area,days_passed
2017-07-29,7.6968,0
2017-08-02,7.5114,4
2017-08-14,7.695,12
2017-08-17,7.5276,3
2017-08-30,7.813635165845939,13
2017-09-06,7.5303,7
2017-09-11,7.866816096837837,5
2017-09-15,7.5276,4
2017-09-26,7.883246354354348,11
2017-10-01,7.8872643866766445,5
2017-10-16,8.067049692124458,15
2017-10-17,8.07106525503774,1
2017-10-21,8.075147657457226,4
2017-11-02,8.079195100672385,12
2017-11-05,8.08325849837162,3
2017-11-10,8.087312388851947,5
2017-11-18,8.09136950769317,8
2017-11-25,8.095423487038515,7
2017-12-04,8.100345903323985,9
2017-12-05,8.105700768882873,1
2017-12-15,8.2485,10
2017-12-20,8.1849777106961,5
2017-12-25,8.224646748928985,5
2018-01-04,7.9641,10
2018-01-05,8.1021485361246,1
2018-01-14,8.0784,9
2018-01-21,8.067450870711642,7
2018-01-24,8.307,3
2018-01-29,8.1738,5
2018-02-03,8.185088691730666,5
2018-02-06,8.0001,3
2018-02-08,8.036347812051506,2
2018-02-13,7.962104216959047,5
2018-02-18,7.8219,5
2018-02-22,7.835981662072996,4
2018-02-23,7.5465,1
2018-02-28,7.6108477632856655,5
2018-03-05,7.2243,5
2018-03-10,7.313580726313406,5
2018-03-15,7.165581884159256,5
2018-03-20,7.135155359408078,5
2018-03-25,6.8454,5
2018-03-26,6.8454,1
2018-03-30,6.489,4
2018-04-04,6.489,5
2018-04-09,6.3658782892682275,5
2018-04-11,6.281005377903727,2
2018-04-14,6.176018257819909,3
2018-04-24,6.0895591007958405,10
2018-04-27,6.002413791131057,3
2018-04-29,5.914664812669611,2
2018-05-04,5.826243181656356,5
2018-05-09,5.737153603436776,5
2018-05-13,5.647362607474449,4
2018-05-14,5.55685393058618,1
2018-05-19,5.465600897264519,5
2018-05-24,5.3735799637030235,5
2018-05-29,5.2807638261633745,5
2018-06-03,5.187124643959779,5
2018-06-08,5.289980142525846,5
2018-06-13,5.484480837533654,5
2018-06-14,5.628792457712175,1
2018-06-18,5.795097100380596,4
2018-06-23,5.946979359843681,5
2018-06-28,6.103067765190074,5
2018-06-30,6.254082704705353,2
2018-07-03,6.40486599237828,3
2018-07-08,6.553098884397201,5
2018-07-13,6.7000754773905165,5
2018-07-18,6.845253179615009,5
2018-07-23,6.989009715663317,5
2018-07-28,7.131250199251882,5
2018-08-01,7.272111816021499,4
2018-08-02,7.321805332975293,1
2018-08-07,7.324529329967937,5
2018-08-12,7.3507329597817055,5
2018-08-17,7.36514764033808,5
2018-08-22,7.385429868242782,5
2018-08-27,7.402740575521292,5
2018-09-01,7.421504945835439,5
2018-09-02,7.391728509201754,1
2018-09-06,7.338126593052867,4
2018-09-11,7.330023217061537,5
2018-09-21,7.332691434294651,10
2018-09-26,7.329974106623975,5
2018-10-01,7.329949295015513,5
2018-10-04,7.325909835509866,3
2018-10-06,7.321207962283619,2
2018-10-11,7.316835137520842,5
2018-10-16,7.312295779334598,5
2018-10-20,7.3078376002325,4
2018-10-21,7.303336779406985,1
2018-10-26,7.302835029153612,5
2018-10-31,7.304309943492596,5
2018-11-05,7.30479640195405,5
2018-11-10,7.3057770476013095,5
2018-11-15,7.30651051751604,5
2018-11-20,7.307367513871326,5
2018-11-21,7.30816267524771,1
2018-11-25,7.308988687543677,4
2018-11-30,7.309799205238764,5
2018-12-07,7.31061740240153,7
2018-12-10,7.311431691366454,3
2018-12-15,7.299203215590247,5
2018-12-20,7.280428381791763,5
2018-12-23,7.264894634676058,3
2018-12-25,7.5276,2
2018-12-30,7.370788232857889,5
2019-01-04,7.423464213700122,5
2019-01-08,7.371487608382618,4
2019-01-09,7.371746906510336,1
2019-01-14,7.345888705146435,5
2019-01-19,7.333043969821635,5
2019-01-24,7.313669928164244,5
2019-01-29,7.297526371817343,5
2019-02-03,7.298875655680034,5
2019-02-08,7.3105464429585085,5
2019-02-09,7.317046624197627,1
2019-02-13,7.3261266292178036,4
2019-02-18,7.333909081369379,5
2019-02-23,7.342333771891629,5
2019-02-25,7.350430277491497,2
2019-02-28,7.28531587885224,3
2019-03-05,7.182701857821236,5
2019-03-10,7.0978718790788795,5
2019-03-13,7.1424,3
2019-03-15,6.9809009108551345,2
2019-03-20,6.920804592108298,5
2019-03-25,6.80939508352682,5
2019-03-29,6.8004,4
2019-03-30,6.660533657644778,1
2019-04-04,6.584586813247802,5
2019-04-09,6.475838537247507,5
2019-04-14,6.382258613197491,5
2019-04-19,6.280009370735189,5
2019-04-24,6.1808809911866005,5
2019-04-29,6.078986777656026,5
2019-04-30,6.026246281915529,1
2019-05-04,5.996520640057077,4
2019-05-09,5.955148522034573,5
2019-05-14,5.919404290233457,5
2019-05-16,5.8806757264569365,2
2019-05-19,5.843252937631914,3
2019-05-24,5.804995403565126,5
2019-05-29,5.766967503297763,5
2019-06-01,5.728636324219376,3
2019-06-03,5.690264917760221,2
2019-06-08,5.651719614379417,5
2019-06-13,5.613064378508652,5
2019-06-17,5.574264628396007,4
2019-06-18,5.535334820844802,1
2019-06-23,5.49626490980561,5
2019-06-28,5.457056987127502,5
