date,area,days_passed
2017-07-29,6.3477,0
2017-08-02,4.588799999999999,4
2017-08-14,4.7454,12
2017-08-17,5.055128571428572,3
2017-08-30,5.1795208811975,13
2017-09-06,5.486381098428106,7
2017-09-11,5.691657276392667,5
2017-09-15,5.941233423197165,4
2017-09-26,6.161242717617661,11
2017-10-01,6.389863634420404,5
2017-10-16,6.6081079054836644,15
2017-10-17,6.680652830658054,1
2017-10-21,6.7122,4
2017-11-02,6.725150874191702,12
2017-11-05,6.7122,3
2017-11-10,6.747250188509017,5
2017-11-18,6.7833,8
2017-11-25,6.793805354180508,7
2017-12-04,6.787161603705876,9
2017-12-05,6.759051609651285,1
2017-12-15,6.741609376122613,10
2017-12-20,6.71879251591486,5
2017-12-25,6.6986094171223165,5
2018-01-04,6.677061843713312,10
2018-01-05,6.864,1
2018-01-14,6.776025,9
2018-01-21,6.68805,7
2018-01-24,6.6000749999999995,3
2018-01-29,6.512099999999999,5
2018-02-03,6.4925999999999995,5
2018-02-06,6.4731,3
2018-02-08,6.461432103746148,2
2018-02-13,6.4323,5
2018-02-18,6.414599999999999,5
2018-02-22,6.395099999999999,4
2018-02-23,6.2738,1
2018-02-28,6.1525,5
2018-03-05,6.0312,5
2018-03-10,5.9099,5
2018-03-15,5.838660736094111,5
2018-03-20,5.667300000000001,5
2018-03-25,5.545999999999999,5
2018-03-26,5.4247,1
2018-03-30,5.3034,4
2018-04-04,5.213700000000001,5
2018-04-09,5.142302469976738,5
2018-04-11,5.078290001826584,2
2018-04-14,5.00995638038511,3
2018-04-24,4.849904592212098,10
2018-04-27,4.6394874449983785,3
2018-04-29,4.44764955274103,2
2018-05-04,4.240094722444712,5
2018-05-09,4.032944227340445,5
2018-05-13,3.8175723887835624,4
2018-05-14,3.597270381245279,1
2018-05-19,3.3693317330018915,5
2018-05-24,3.133695451042454,5
2018-05-29,2.8886510749090344,5
2018-06-03,2.632754423773121,5
2018-06-08,2.882142254909902,5
2018-06-13,3.3128793696413457,5
2018-06-14,3.702942857142857,1
2018-06-18,4.010568248145709,4
2018-06-23,4.339865585173771,5
2018-06-28,4.79625,5
2018-06-30,5.160685714285714,2
2018-07-03,5.5251214285714285,3
2018-07-08,5.889557142857143,5
2018-07-13,6.253992857142857,5
2018-07-18,6.618428571428571,5
2018-07-23,6.86535649493698,5
2018-07-28,7.163293331262487,5
2018-08-01,6.8994,4
2018-08-02,7.283996184697785,1
2018-08-07,6.7122,5
2018-08-12,7.099210273409696,5
2018-08-17,6.714,5
2018-08-22,7.003592586746353,5
2018-08-27,6.953778505258248,5
2018-09-01,7.0002,5
2018-09-02,7.0002,1
2018-09-06,7.1046,4
2018-09-11,7.0508072289863275,5
2018-09-21,7.0218,10
2018-09-26,7.026731999519625,5
2018-10-01,6.8463,5
2018-10-04,6.927299854501567,3
2018-10-06,6.877881364317966,2
2018-10-11,6.893640005943068,5
2018-10-16,7.1397,5
2018-10-20,7.0075478149902555,4
2018-10-21,7.064415703893499,1
2018-10-26,7.2504,5
2018-10-31,7.141716566762184,5
2018-11-05,7.180247602297282,5
2018-11-10,7.145213825472665,5
2018-11-15,7.0083,5
2018-11-20,7.061105185565492,5
2018-11-21,7.019109389861136,1
2018-11-25,7.024467437166744,4
2018-11-30,6.9687,5
2018-12-07,6.9809711895336735,7
2018-12-10,6.7959,3
2018-12-15,6.5376,5
2018-12-20,6.5142,5
2018-12-23,6.497436777598017,3
2018-12-25,6.48,2
2018-12-30,6.460168288721187,5
2019-01-04,6.441490221486409,5
2019-01-08,6.422193875421713,4
2019-01-09,6.40316364871265,1
2019-01-14,6.383957745527029,5
2019-01-19,6.364796476864358,5
2019-01-24,6.345569592825505,5
2019-01-29,6.326331872848045,5
2019-02-03,6.323450274064463,5
2019-02-08,6.3287114617836995,5
2019-02-09,6.329899668267706,1
2019-02-13,6.333124006949272,4
2019-02-18,6.335329307503671,5
2019-02-23,6.338043462699117,5
2019-02-25,6.340502373334059,2
2019-02-28,6.240449140648809,3
2019-03-05,6.087281675960921,5
2019-03-10,5.958113104140406,5
2019-03-13,5.81471271958039,3
2019-03-15,5.675861295026823,2
2019-03-20,5.532157354910799,5
2019-03-25,5.388108562940058,5
2019-03-29,5.241342808465998,4
2019-03-30,5.09286843342968,1
2019-04-04,4.942009969422453,5
2019-04-09,4.788902786842371,5
2019-04-14,4.633260651602866,5
2019-04-19,4.474978925657118,5
2019-04-24,4.313833102025206,5
2019-04-29,4.149621296844741,5
2019-04-30,4.069010719722918,1
2019-05-04,3.9674624999999994,4
2019-05-09,3.8971499999999994,5
2019-05-14,3.8268374999999994,5
2019-05-16,3.780495639365935,2
2019-05-19,3.6862125,3
2019-05-24,3.6158999999999994,5
2019-05-29,3.5455875,5
2019-06-01,3.498213486139917,3
2019-06-03,3.4388111361523204,2
2019-06-08,3.384705019011791,5
2019-06-13,3.264337499999999,5
2019-06-17,3.240113526634456,4
2019-06-18,3.167501887979626,1
2019-06-23,3.1181125829521714,5
2019-06-28,3.0564329915899617,5
