date,evaporation (mm)
2017-07-29,4.458120449823951
2017-07-30,3.9318784507464977
2017-07-31,4.388375493441208
2017-08-01,4.011845941887812
2017-08-02,4.504572532881995
2017-08-03,4.832028775562906
2017-08-04,3.8912907079172223
2017-08-05,3.4316292954834764
2017-08-06,4.2816738341604506
2017-08-07,4.071899156164033
2017-08-08,4.305573775638637
2017-08-09,3.909835719586943
2017-08-10,4.018425833252048
2017-08-11,3.922107788992506
2017-08-12,4.475905002815343
2017-08-13,4.046809081504478
2017-08-14,4.135586030483549
2017-08-15,4.112088900803724
2017-08-16,5.181498239223634
2017-08-17,5.665902666202269
2017-08-18,4.310032094097221
2017-08-19,4.021582183324535
2017-08-20,3.456899007350476
2017-08-21,3.775234397550516
2017-08-22,4.337784725307712
2017-08-23,4.343235297608433
2017-08-24,4.21903403187519
2017-08-25,3.910041366778268
2017-08-26,6.025430135462301
2017-08-27,4.475657329358636
2017-08-28,3.4163903423885875
2017-08-29,3.6239352076972544
2017-08-30,4.4835653147178745
2017-08-31,4.437854958541779
2017-09-01,4.102709339177235
2017-09-02,4.267781144745477
2017-09-03,5.15705308453527
2017-09-04,4.267211617063206
2017-09-05,4.587761471053665
2017-09-06,4.362640412127788
2017-09-07,4.26013893035514
2017-09-08,4.288164838817711
2017-09-09,4.855709001153754
2017-09-10,5.224683956563968
2017-09-11,3.4833264326390707
2017-09-12,4.047128571179892
2017-09-13,3.7172682719207377
2017-09-14,3.828686695366873
2017-09-15,4.757106251594097
2017-09-16,4.583269204385134
2017-09-17,2.761573913774222
2017-09-18,5.569109988607356
2017-09-19,5.334079874021114
2017-09-20,5.346391200950509
2017-09-21,5.866190739501755
2017-09-22,5.596987271572737
2017-09-23,5.900903284401921
2017-09-24,4.5668049737406085
2017-09-25,5.512909085610728
2017-09-26,4.220926889749801
2017-09-27,4.684811394516923
2017-09-28,3.700250162587244
2017-09-29,5.260029136148101
2017-09-30,5.945980486958012
2017-10-01,5.476256876334201
2017-10-02,5.933174300742986
2017-10-03,5.507538391195105
2017-10-04,4.220967308322152
2017-10-05,4.24796347863402
