date,streamflow
2015-10-24,0.086327258528837
2015-10-25,2.0998076706559288
2015-10-26,3.5213500320559468
2015-10-27,2.5167034162179114
2015-10-28,1.696555519998639
2015-10-29,3.181147552789908
2015-10-30,5.565126336364412
2015-10-31,5.127107868149241
2015-11-01,4.812736271568225
2015-11-02,6.093554663780102
2015-11-03,6.811256845852914
2015-11-04,5.846906516306544
2015-11-05,6.895351425201798
2015-11-06,9.592850431035416
2015-11-07,22.48431969364952
2015-11-08,27.51210517322292
2015-11-09,17.249894175173985
2015-11-10,11.88115981256447
2015-11-11,8.437332416104566
2015-11-12,6.725997792804849
2015-11-13,5.266341578313465
2015-11-14,4.4963053322891335
2015-11-15,3.272019089863914
2015-11-16,2.161773888510635
2015-11-17,1.459548185720079
2015-11-18,0.5123845229354748
2015-11-19,0.2952623574921852
2015-11-20,0.2401232309243722
2015-11-21,0.2068036714837076
2015-11-22,0.1229129301084477
2015-11-23,0.4134126629452794
2015-11-24,7.803354967041972
2015-11-25,12.40514938926237
2015-11-26,8.551959154344802
2015-11-27,5.602694467180394
2015-11-28,2.7403039325713388
2015-11-29,1.1739608198572211
2015-11-30,0.5449475377768188
2015-12-01,0.4321005360240114
2015-12-02,0.4429939675995327
2015-12-03,0.8944439743472689
2015-12-04,1.4631647029832155
2015-12-05,1.059510934484925
2015-12-06,0.6285350784950056
2015-12-07,0.3570963328397166
2015-12-08,0.1653655839427488
2015-12-09,0.0815206229803707
2015-12-10,0.0553981082029479
2015-12-11,0.0497553693249982
2015-12-12,0.0481651198331351
2015-12-13,0.0711463833431106
2015-12-14,0.4023536627653491
2015-12-15,1.2879092761662112
2015-12-16,1.4847613958531756
2015-12-17,0.9439262967760584
2015-12-18,0.5895505333287141
2015-12-19,0.2746365215968752
2015-12-20,0.1224715055766079
2015-12-21,0.0694721984692124
2015-12-22,0.0617943793340343
2015-12-23,0.0603781331857961
2015-12-24,0.0595059847754295
2015-12-25,0.0456799124274784
2015-12-26,0.0113349847791137
2015-12-27,0.0068377701362337
2015-12-28,0.0058462472717915
2015-12-29,0.0054702707321848
2015-12-30,0.0052662066485375
2015-12-31,0.0051002289506399
2016-01-01,0.0049711849162843
2016-01-02,0.0048751157086761
2016-01-03,0.0048038329168513
2016-01-04,0.004749862903698
2016-01-05,0.0047063898607771
2016-01-06,0.0046689072751559
2016-01-07,0.0046362615468045
2016-01-08,0.0046064736962366
2016-01-09,0.0045788289779169
2016-01-10,0.0045538775598661
2016-01-11,0.0045315637994795
2016-01-12,0.0045106791903611
2016-01-13,0.0044906195076294
2016-01-14,0.0044709442260958
2016-01-15,0.0044514883434927
2016-01-16,0.0044346705149899
2016-01-17,0.0044188978896266
2016-01-18,0.0044015306859751
2016-01-19,0.004383614107175
2016-01-20,0.0043663013285034
2016-01-21,0.0043505291278929
2016-01-22,0.004336898332203
2016-01-23,0.0043245329597719
2016-01-24,0.0043141448678163
2016-01-25,0.0043046382509909
2016-01-26,0.0042956789138675
2016-01-27,0.0042869410994382
2016-01-28,0.0042783121349687
2016-01-29,0.0042698481444499
2016-01-30,0.0042614943064659
2016-01-31,0.0042861705980313
2016-02-01,0.0050319699166882
2016-02-02,0.0058658681283452
2016-02-03,0.005602448195562
2016-02-04,0.0050449403351892
2016-02-05,0.0046729753300297
2016-02-06,0.0044035092407087
2016-02-07,0.004293920211134
2016-02-08,0.0042642969380808
2016-02-09,0.0042601204296831
2016-02-10,0.0042564380502655
2016-02-11,0.0042668256891516
2016-02-12,0.0045729490412711
2016-02-13,0.0046790210901315
2016-02-14,0.0044533580199496
2016-02-15,0.0043614108957591
2016-02-16,0.0042546797722848
2016-02-17,0.0042073597441147
2016-02-18,0.0041897726884631
2016-02-19,0.0041883439619477
2016-02-20,0.0041874097608483
2016-02-21,0.0041869152354323
2016-02-22,0.0041853763563821
2016-02-23,0.0041685585561961
2016-02-24,0.0041674593528292
2016-02-25,0.0041666901256805
2016-02-26,0.0041663601777792
2016-02-27,0.0041661956002645
2016-02-28,0.0041660854760465
2016-02-29,0.004164711174511
2016-03-01,0.0041628423475596
2016-03-02,0.0041617975691727
2016-03-03,0.0041610827953207
2016-03-04,0.004160808093588
2016-03-05,0.00416069796937
2016-03-06,0.0041605882699047
2016-03-07,0.0041592143648051
2016-03-08,0.0041573455378536
2016-03-09,0.004156301637289
2016-03-10,0.0041555872598729
2016-03-11,0.0041683378546906
2016-03-12,0.0044678116182627
2016-03-13,0.00458493040894
2016-03-14,0.0043881758379593
2016-03-15,0.0043081552317052
2016-03-16,0.0042159338305347
2016-03-17,0.0041761431670313
2016-03-18,0.0041628431687481
2016-03-19,0.0041627330445302
2016-03-20,0.0041626233450649
2016-03-21,0.0041612494682821
2016-03-22,0.004172406334317
2016-03-23,0.0044579201754866
2016-03-24,0.0045744338917772
2016-03-25,0.0043787785241633
2016-03-26,0.0043005166206427
2016-03-27,0.0042092289958188
2016-03-28,0.0041687783798793
2016-03-29,0.0041538838316247
2016-03-30,0.0041528395063074
2016-03-31,0.0041521247041386
2016-04-01,0.0041518500024058
2016-04-02,0.0041517398781878
2016-04-03,0.0041386048821721
2016-04-04,0.0041372310053894
2016-04-05,0.0041353625748738
2016-04-06,0.0041343182495564
2016-04-07,0.0041447054920066
2016-04-08,0.0051328198292586
2016-04-09,0.0283735441237372
2016-04-10,0.1793131655801877
2016-04-11,0.2259600544416032
2016-04-12,0.1284182201437332
2016-04-13,0.0856837414738223
2016-04-14,0.0395241317472674
2016-04-15,0.0196976554106747
2016-04-16,0.0131440260600163
