elevation,area
1071,156.041
1072,156.047
1073,156.051
1074,156.053
1075,156.058
1076,156.062
1077,156.07
1078,156.075
1079,156.079
1080,156.084
1081,156.088
1082,156.091
1083,156.094
1084,156.101
1085,156.107
1086,156.108
1087,156.113
1088,156.116
1089,156.12
1090,156.121
1091,156.123
1092,156.126
1093,156.13
1094,156.132
1095,156.135
1096,156.137
1097,156.139
1098,156.142
1099,156.145
1100,156.145
1101,156.15
1102,156.153
1103,156.155
1104,156.158
1105,156.16
1106,156.162
1107,156.163
1108,156.164
1109,156.166
1110,156.168
1111,156.17
1112,156.176
1113,156.177
1114,156.18
1115,156.18
1116,156.181
1117,156.183
1118,156.184
1119,156.186
1120,156.188
1121,156.189
1122,156.189
1123,156.191
1124,156.191
1125,156.192
1126,156.194
1127,156.195
1128,156.196
1129,156.198
1130,156.198
1131,156.199
1132,156.2
1133,156.2
1134,156.202
1135,156.203
1136,156.204
1137,156.204
1138,156.205
1139,156.206
1140,156.206
1141,156.206
1142,156.207
1143,156.207
1144,156.208
1145,156.21
1146,156.21
1147,156.21
1148,156.212
1149,156.212
1150,156.213
1151,156.213
1152,156.213
1153,156.214
1154,156.214
1155,156.214
1156,156.214
1157,156.217
1158,156.218
1159,156.218
1160,156.218
1161,156.218
1162,156.218
1163,156.218
1164,156.218
1165,156.218
1166,156.219
1167,156.219
1168,156.219
1169,156.219
1170,156.219
1171,156.219
1172,156.219
1173,156.219
1174,156.219
1175,156.219
1176,156.22
