date,evaporation (mm)
2017-07-29,4.112345571045552
2017-07-30,3.8657819087616927
2017-07-31,4.154702283764439
2017-08-01,4.062799221489722
2017-08-02,3.977252859136011
2017-08-03,3.916551611747991
2017-08-04,3.335908179672403
2017-08-05,2.200895247782744
2017-08-06,3.627238896173008
2017-08-07,3.885042676029502
2017-08-08,4.056813483969601
2017-08-09,3.685086265454447
2017-08-10,3.900343896846168
2017-08-11,3.1000717766613035
2017-08-12,4.0933629391481405
2017-08-13,3.541761981539511
2017-08-14,3.7823813798218224
2017-08-15,3.671893146993652
2017-08-16,3.706518338369501
2017-08-17,3.776892118341487
2017-08-18,3.996094765663455
2017-08-19,3.6018067764788944
2017-08-20,2.652653184231477
2017-08-21,3.354649941108356
2017-08-22,3.5311903423283644
2017-08-23,4.143883280354527
2017-08-24,3.9093406891735554
2017-08-25,4.431667097543641
2017-08-26,3.925026014700688
2017-08-27,3.563881240442809
2017-08-28,2.587655569421205
2017-08-29,2.5849778920257043
2017-08-30,4.916754356235553
2017-08-31,3.875425304354568
2017-09-01,4.032296854467749
2017-09-02,4.193228107867872
2017-09-03,4.9522491243476505
2017-09-04,4.030282116886169
2017-09-05,4.108466603370428
2017-09-06,3.866917311449917
2017-09-07,3.795422332262598
2017-09-08,3.923598381686482
2017-09-09,3.504060486257244
2017-09-10,3.6575050527400577
2017-09-11,3.500123932812961
2017-09-12,3.914232377847056
2017-09-13,3.53712796760815
2017-09-14,2.894904096001508
2017-09-15,5.199562309591977
2017-09-16,3.4451316229077142
2017-09-17,2.539739792795812
2017-09-18,4.955288871973337
2017-09-19,3.780031446781576
2017-09-20,4.666973435600992
2017-09-21,4.957102630336966
2017-09-22,5.1464023329918165
2017-09-23,5.069988073484161
2017-09-24,3.8629303720473818
2017-09-25,3.510756364812847
2017-09-26,3.746889122985204
2017-09-27,3.5938927986963622
2017-09-28,3.078955147481618
2017-09-29,3.386348196252362
2017-09-30,4.758478028682078
2017-10-01,3.5149681233715944
2017-10-02,3.8360127481636215
2017-10-03,4.666110713746402
2017-10-04,3.743580274923498
2017-10-05,3.641778185000489
2017-10-06,4.506528529160283
2017-10-07,3.613072591567901
2017-10-08,3.76821155223904
2017-10-09,4.684515112138653
2017-10-10,3.542296443969235
2017-10-11,3.5110476736681053
2017-10-12,3.484872193774908
2017-10-13,3.568263739686069
2017-10-14,3.04444779979312
2017-10-15,3.361974225168629
2017-10-16,3.5839162544761245
2017-10-17,2.639364614701232
2017-10-18,3.921282191645371
2017-10-19,4.540816490064247
2017-10-20,4.330593311033708
2017-10-21,2.9504869451242377
2017-10-22,4.459960210005495
2017-10-23,4.500333535908912
2017-10-24,4.608034314241428
2017-10-25,3.553746466549161
2017-10-26,3.284810629670453
2017-10-27,3.166965217522555
2017-10-28,3.2718816766144405
2017-10-29,3.426799000797137
2017-10-30,3.279814034777895
2017-10-31,3.030498142680388
2017-11-01,3.190101883449557
2017-11-02,3.106422002368123
2017-11-03,3.1168444091085354
2017-11-04,2.6952254701074057
2017-11-05,2.8810900726477784
2017-11-06,2.969035461409689
2017-11-07,3.905233181359452
2017-11-08,3.0354222661243777
2017-11-09,4.03269158060023
2017-11-10,4.139500601807216
2017-11-11,3.870070525755103
2017-11-12,3.282988192395382
2017-11-13,4.11571266572243
2017-11-14,4.11010139204795
2017-11-15,4.167904106575398
2017-11-16,4.170981169114122
2017-11-17,3.980372744751
2017-11-18,3.972077024910473
2017-11-19,3.0023699536300144
2017-11-20,3.036666429738271
2017-11-21,3.070890124917581
2017-11-22,3.679247851383831
2017-11-23,4.065355546746134
2017-11-24,2.978671725410001
2017-11-25,3.621167427152996
2017-11-26,2.8638976472551647
2017-11-27,3.4371766098959906
2017-11-28,2.7683766793725675
2017-11-29,3.750200206524782
2017-11-30,1.842427548850688
2017-12-01,2.3810405485098776
2017-12-02,3.0002665742341383
2017-12-03,3.2007412424818065
2017-12-04,3.912208900226264
2017-12-05,3.769703198707057
2017-12-06,3.7035272747433376
2017-12-07,3.7158725184983448
2017-12-08,3.7269384457432593
2017-12-09,3.812421074684116
2017-12-10,3.5669444875866443
2017-12-11,3.3502126239724115
2017-12-12,3.667259991571812
2017-12-13,2.2821574307917247
2017-12-14,3.6611772641846994
2017-12-15,3.8338999308197375
2017-12-16,3.8003933180327887
2017-12-17,4.27481024903929
2017-12-18,4.0036622480463455
2017-12-19,4.038372470588804
2017-12-20,3.712396180686474
2017-12-21,4.01649839987565
2017-12-22,4.034412727218975
2017-12-23,3.95638559854291
2017-12-24,4.0814293847769365
2017-12-25,4.04024737272471
2017-12-26,4.202647102004548
2017-12-27,4.168020175436348
2017-12-28,4.17280376126525
2017-12-29,4.0844421606626575
2017-12-30,4.011520819030803
2017-12-31,3.2285483493327205
2018-01-01,3.9881888498532008
2018-01-02,3.9944208828437713
2018-01-03,4.000297448969279
2018-01-04,3.155375548243095
2018-01-05,3.74830074085313
2018-01-06,3.5967955174087
2018-01-07,3.609656711211021
2018-01-08,3.829606227304307
2018-01-09,3.999288823729527
2018-01-10,3.052681116192089
2018-01-11,2.950771702348021
2018-01-12,3.5470619637277254
2018-01-13,3.745018338688697
2018-01-14,4.40465184681706
2018-01-15,4.155635275534177
2018-01-16,3.9756553549270697
2018-01-17,3.704914620136049
2018-01-18,4.21701566025795
2018-01-19,4.330235515678558
2018-01-20,4.275565933890335
2018-01-21,4.1959601598802685
2018-01-22,4.152855532028997
2018-01-23,3.1261195190326787
2018-01-24,3.907181671401268
2018-01-25,3.928147543222101
2018-01-26,3.9951911350137688
2018-01-27,4.190252072198098
2018-01-28,3.675318613417907
2018-01-29,3.23744721061224
