date,evaporation (mm)
2017-07-11,3.832087190762993
2017-07-12,3.6990034492577
2017-07-13,3.4986441206473007
2017-07-14,3.5806866490384173
2017-07-15,3.8958179332309824
2017-07-16,3.888263488382755
2017-07-17,4.032588862627674
2017-07-18,3.463799188736253
2017-07-19,3.4342393386067105
2017-07-20,4.646216007855729
2017-07-21,3.939313204548788
2017-07-22,5.11984671143802
2017-07-23,5.271890483176295
2017-07-24,5.439040753798192
2017-07-25,5.41043968612284
2017-07-26,4.214374689827192
2017-07-27,4.230954570427556
2017-07-28,4.072304344096461
2017-07-29,4.155575100854004
2017-07-30,5.23950851622328
2017-07-31,4.161042397332344
2017-08-01,4.2014856974975325
2017-08-02,5.222461733517869
2017-08-03,4.051215995548064
2017-08-04,3.124633599838213
2017-08-05,3.1055457120870416
2017-08-06,3.841502973830343
2017-08-07,4.045512952506846
2017-08-08,4.174525806295208
2017-08-09,3.900044366961571
2017-08-10,4.882400330264445
2017-08-11,3.725254242264689
2017-08-12,3.961326177469714
2017-08-13,3.785084101068152
2017-08-14,3.9110959386002
2017-08-15,3.841248592877384
2017-08-16,3.995378840911042
2017-08-17,4.038756256928943
2017-08-18,3.8548979833012087
2017-08-19,3.194495017794977
2017-08-20,3.390892754683765
2017-08-21,3.538987848678301
2017-08-22,3.700978133228589
2017-08-23,3.926457936834249
2017-08-24,3.810472017024918
2017-08-25,3.3840592028062213
2017-08-26,3.846377402189444
2017-08-27,3.1916971141803328
2017-08-28,2.610003985346945
2017-08-29,2.808821121123425
2017-08-30,3.178015122535711
2017-08-31,5.296272604895845
2017-09-01,4.059443325081213
2017-09-02,3.91005442740732
2017-09-03,4.068243058105658
2017-09-04,4.171819356527999
2017-09-05,4.1735140585430335
2017-09-06,5.129658529313977
2017-09-07,3.906037727709253
2017-09-08,4.020347998046209
2017-09-09,4.717613113404994
2017-09-10,3.5620570595226675
2017-09-11,4.405941500825297
2017-09-12,4.696103870279145
2017-09-13,3.919156227621807
2017-09-14,3.751340291055941
2017-09-15,3.7514214381795816
2017-09-16,3.669464502477642
2017-09-17,2.884448996126043
2017-09-18,3.296272511014737
2017-09-19,3.384371975507189
2017-09-20,4.992422163373035
2017-09-21,5.043399310403139
2017-09-22,4.989163146316274
2017-09-23,5.188584617865951
2017-09-24,3.8946904531189936
2017-09-25,3.578698019516032
2017-09-26,3.749324680850201
2017-09-27,3.4926420702738894
2017-09-28,3.542937342719324
2017-09-29,4.578122599829652
2017-09-30,3.610404428406814
2017-10-01,3.38286012344654
2017-10-02,3.39593185138584
2017-10-03,3.863787171750348
2017-10-04,3.754947288896514
2017-10-05,3.5694631032031974
2017-10-06,3.2571771698471585
2017-10-07,4.630992291138815
2017-10-08,3.6315270165098905
2017-10-09,3.4812277548476267
2017-10-10,3.568417908763677
2017-10-11,3.413495705996069
2017-10-12,3.0710366370121256
2017-10-13,3.464795451580124
2017-10-14,3.839067268788034
2017-10-15,3.231894887254718
2017-10-16,3.227411048623998
2017-10-17,3.0218519410890083
2017-10-18,4.510413501465085
2017-10-19,4.460920993400747
2017-10-20,4.458419907833415
2017-10-21,3.4446342186752297
2017-10-22,4.615616296133913
2017-10-23,4.644927635078097
2017-10-24,4.665461113573203
2017-10-25,3.583478925570959
2017-10-26,3.0907033867077582
2017-10-27,3.1592167919006204
2017-10-28,3.966731161057424
2017-10-29,4.317275294715213
2017-10-30,4.324673696099136
2017-10-31,3.026537723955744
2017-11-01,3.96150694964092
2017-11-02,3.990600013154538
2017-11-03,4.150489061815103
2017-11-04,2.9083475886127768
2017-11-05,2.327995966800172
2017-11-06,2.7702525916842182
2017-11-07,3.247840904546732
2017-11-08,3.0281626728917965
2017-11-09,4.122404715268021
2017-11-10,4.362963443231601
2017-11-11,3.1595928271967173
2017-11-12,4.5507364383578
2017-11-13,4.161908136520247
2017-11-14,4.342494205279479
2017-11-15,4.17170277317696
2017-11-16,3.977536630110943
2017-11-17,3.967571706691666
2017-11-18,3.9446945876773287
2017-11-19,3.921640386627174
2017-11-20,3.188043559243868
2017-11-21,3.701228749251645
2017-11-22,3.0437791191361843
2017-11-23,4.298904737285031
2017-11-24,4.045156507345737
2017-11-25,3.3130558164595048
2017-11-26,3.829772506577468
2017-11-27,3.5799603036839365
2017-11-28,3.9390810874118976
2017-11-29,4.20663551280839
2017-11-30,2.4610559913217545
2017-12-01,1.938338465374125
2017-12-02,2.5433838741727706
2017-12-03,3.992543180103308
2017-12-04,4.04898173987896
2017-12-05,3.916897744952109
2017-12-06,3.728153159344001
2017-12-07,3.919879798762219
2017-12-08,4.001536809965434
2017-12-09,3.978881065931338
2017-12-10,3.771527388360718
2017-12-11,3.4663791147405
2017-12-12,3.8231755745439857
2017-12-13,2.578941448874419
2017-12-14,2.69304664280906
2017-12-15,4.138769142756194
2017-12-16,4.089918642008288
2017-12-17,4.632439895339227
2017-12-18,4.290613726560425
2017-12-19,4.198770251192623
2017-12-20,4.139912861005002
2017-12-21,4.277177151209779
2017-12-22,4.162238395887682
2017-12-23,4.151313348559139
2017-12-24,4.345061527664788
2017-12-25,4.351059284575074
2017-12-26,4.446819685024268
2017-12-27,4.445514514677908
2017-12-28,4.468260456186339
2017-12-29,4.311898462429745
2017-12-30,4.205638725068298
2017-12-31,4.126099439101975
2018-01-01,3.840764661379284
2018-01-02,3.923776323191729
2018-01-03,3.910559718575808
2018-01-04,4.100156024125782
2018-01-05,3.698011753604552
2018-01-06,3.602186395454946
2018-01-07,3.5479756668165403
2018-01-08,3.908157739121385
2018-01-09,3.893190692271844
2018-01-10,3.28193641644409
2018-01-11,3.8423912499029074
2018-01-12,3.344276807437506
2018-01-13,3.609243958097135
2018-01-14,4.290777101552729
2018-01-15,4.126547649191274
2018-01-16,3.804827868351211
2018-01-17,3.624254222368964
2018-01-18,4.242345912974507
2018-01-19,4.39955333624381
2018-01-20,4.158858390661661
2018-01-21,4.161778494637514
2018-01-22,4.245602424151171
2018-01-23,3.917296643802005
2018-01-24,3.638288648806072
2018-01-25,3.85167993159852
2018-01-26,3.6429113500828354
2018-01-27,4.0277296222847
2018-01-28,3.8217420721439015
2018-01-29,4.308231534825427
2018-01-30,4.631415193807769
2018-01-31,4.67468926746085
2018-02-01,4.457989356690358
2018-02-02,4.311825058107242
2018-02-03,4.533798704604956
2018-02-04,4.4665036001573855
2018-02-05,4.663038443614799
2018-02-06,4.383828728407114
2018-02-07,2.948080552866129
2018-02-08,2.6286657367795287
2018-02-09,3.4586718132613137
2018-02-10,3.909213830864393
2018-02-11,4.373959384989412
2018-02-12,4.528772437265708
2018-02-13,4.416888501493447
2018-02-14,4.98351465745292
2018-02-15,4.627756089355701
2018-02-16,3.871992999442055
2018-02-17,4.461205956075847
2018-02-18,4.755342489816617
2018-02-19,4.804654220380827
